300502	新易盛	2025-06-26 09:21	110.40	 0.00%	    0	开盘	
688299	长阳科技	2025-06-26 09:24	19.74	 0.00%	    0	开盘	
301377	鼎泰高科	2025-06-26 09:25	33.83	 3.61%	 1957	开盘	
688299	长阳科技	2025-06-26 09:27	21.50	 8.92%	13599	盘中	
300747	锐科激光	2025-06-26 09:30	23.18	 8.01%	 1141	盘中	
300035	中科电气	2025-06-26 09:31	17.06	 1.97%	  524	盘中	
836871	派特尔	2025-06-26 09:31	19.00	25.00%	  711	盘中	
836871	派特尔	2025-06-26 09:31	19.00	25.00%	  711	开盘	
301377	鼎泰高科	2025-06-26 09:32	33.59	 2.88%	  107	盘中	
301349	信德新材	2025-06-26 09:32	39.78	 2.79%	   86	盘中	
301357	北方长龙	2025-06-26 09:32	71.50	10.65%	  248	盘中	
301022	海泰科	2025-06-26 09:32	35.36	 4.37%	   95	盘中	
300541	先进数通	2025-06-26 09:33	16.30	-0.55%	  608	当日预警信号	
300399	天利科技	2025-06-26 09:33	41.10	15.38%	 1006	当日预警信号	
833284	灵鸽科技	2025-06-26 09:36	33.60	 3.51%	  359	盘中	
300903	科翔股份	2025-06-26 09:37	11.30	 7.31%	 2827	盘中	
300589	江龙船艇	2025-06-26 09:37	15.27	 8.37%	 2506	盘中	
300180	华峰超纤	2025-06-26 09:40	 9.35	 0.43%	 1806	盘中	
300773	拉卡拉	2025-06-26 09:42	31.90	 0.25%	 1396	盘中	
300922	天秦装备	2025-06-26 09:44	26.99	 4.82%	  127	当日预警信号	
300410	正业科技	2025-06-26 09:44	 8.16	 2.13%	 2038	盘中	
300531	优博讯	2025-06-26 09:51	23.31	 1.61%	  940	盘中	
300473	德尔股份	2025-06-26 09:54	35.70	 6.92%	  129	盘中	
300457	赢合科技	2025-06-26 10:03	22.96	 1.46%	  748	盘中	
300537	广信材料	2025-06-26 10:05	23.76	10.77%	  446	预选	
301379	天山电子	2025-06-26 10:09	28.50	 3.64%	  363	盘中	
301312	智立方	2025-06-26 10:09	43.70	 8.28%	   83	预选	
300722	新余国科	2025-06-26 10:10	35.33	 3.85%	   16	预选	
300468	四方精创	2025-06-26 10:45	47.58	 4.34%	  846	盘中	
300810	中科海讯	2025-06-26 10:52	44.32	20.01%	   10	盘中	
835184	国源科技	2025-06-26 11:07	17.08	11.20%	    1	盘中	
300941	创识科技	2025-06-26 11:29	30.97	 4.63%	   39	预选	
300941	创识科技	2025-06-26 13:08	31.77	 7.33%	  215	盘中	
300645	正元智慧	2025-06-26 13:10	20.67	 4.98%	   62	盘中	
301178	天亿马	2025-06-26 13:14	44.70	 1.78%	   22	预选	
300462	华铭智能	2025-06-26 13:20	14.66	 8.43%	 1225	盘中	
834475	三友科技	2025-06-26 13:23	25.60	 2.61%	  292	盘中	
300157	新锦动力	2025-06-26 14:00	 5.14	 5.11%	 1202	预选	
300635	中达安	2025-06-26 14:02	13.24	20.04%	  232	盘中	
301022	海泰科	2025-06-26 14:17	39.32	16.06%	    1	预选	
