date	code	close	amount	zhang	zhen	sma_up	sma_down	macd	is_up	consecutive_upper_days	upper_count_in_days	ma_amount_3_days_ratio	ma_amount_5_days_ratio	ma_amount_8_days_ratio	ma_amount_11_days_ratio	total_score	amount_score	free_amount	free_amount_score	increase	increase_score	amplitude	amplitude_score	jgcyd	jgcyd_score	lspf	lspf_score	focus	focus_score	last_desire_daily	desire_daily_score	high_rating	0_open	0_high	0_low	0_close	0_amount	0_day_open	0_day_max	0_day_min	0_day_close	1_open	1_high	1_low	1_close	1_amount	1_day_open	1_day_max	1_day_min	1_day_close	2_open	2_high	2_low	2_close	2_amount	2_day_open	2_day_max	2_day_min	2_day_close	3_open	3_high	3_low	3_close	3_amount	3_day_open	3_day_max	3_day_min	3_day_close
20250508	300839	9.26	0.590348	0.059496568	0.090700344	1	1	0.30672709	1	1	1	1.532	1.351	1.068	1.185	10	0	22.387248	0	31.53409091	0	49.37106918	50	19.1179	0	65.7769	50	64.6667	0	1.03	0	FALSE	8.82	9.5	8.71	9.26	91650936	-4.75161987	2.591792657	-5.939524838	0	9.19	9.62	9.17	9.43	87030952	-0.755939525	3.887688985	-0.971922246	1.835853132	9.51	9.58	9.3	9.43	57770044	2.699784017	3.455723542	0.431965443	1.835853132	9.5	9.55	9.18	9.2	52123072	2.591792657	3.13174946	-0.863930886	-0.647948164
20250508	300879	39.12	16.8795008	-0.043520782	0.068669528	1	1	5.133843221	1	6	6	1.903	6.217	9.057	6.454	76	100	34.576893	100	164.1458474	100	214.1321045	100	36.9588	80	62.0231	50	86.2667	80	1	0	FALSE	38.99	39.84	37.28	39.12	1649931392	-0.332310838	1.840490798	-4.703476483	0	37.4	41.25	36.8	37.1	1566262912	-4.396728016	5.444785276	-5.930470348	-5.163599182	38.21	40.5	36.34	39.86	1526584704	-2.326175869	3.527607362	-7.106339468	1.891615542	40	40.6	37.02	38.6	1302598528	2.249488753	3.783231084	-5.36809816	-1.329243354
20250508	301033	60.8	1.441107467	-0.011060507	0.063444109	1	1	0.483158367	1	2	5	2.144	0.892	0.834	1.258	25	0	26.24101	0	39.28980527	0	53.04347826	100	20.2195	0	69.6124	100	70.2667	50	1	0	FALSE	61.56	63.36	59.58	60.8	138119072	1.25	4.210526316	-2.006578947	0	60.7	61.55	59.2	60.98	74416200	-0.164473684	1.233552632	-2.631578947	0.296052632	60.97	62.58	58.3	61.98	91002112	0.279605263	2.927631579	-4.111842105	1.940789474	61.61	62.1	60	61.86	58689272	1.332236842	2.138157895	-1.315789474	1.743421053
20250508	300368	6.79	1.757393707	-0.005856515	0.039393939	1	1	0.370173658	1	10	10	1.554	0.8	1.641	3.066	41	0	24.754555	0	63.61445783	100	87.43589744	100	34.1192	80	65.1109	50	80.4	80	-2.07	0	FALSE	6.72	6.86	6.6	6.79	150978240	-1.030927835	1.030927835	-2.798232695	0	6.79	7.27	6.79	6.83	177882800	0	7.06921944	0	0.58910162	6.7	7.03	6.55	6.99	150805504	-1.325478645	3.53460972	-3.53460972	2.9455081	6.98	7	6.8	6.82	96458144	2.798232695	3.092783505	0.147275405	0.441826215
20250508	688112	36.5	1.065816827	0.000548246	0.055555556	1	1	0.928330279	1	3	7	0.975	0.696	1.732	1.475	40	0	49.558966	100	48.37398374	50	65.00217108	100	20.4192	0	74.5809	100	67.3333	0	-1.6	0	FALSE	36	38	36	36.5	105604480	-1.369863014	4.109589041	-1.369863014	0	36.51	37.5	35.8	36.51	70896136	0.02739726	2.739726027	-1.917808219	0.02739726	36.62	37.97	35.81	37.59	96179208	0.328767123	4.02739726	-1.890410959	2.98630137	37.81	37.81	36.31	36.47	75506992	3.589041096	3.589041096	-0.520547945	-0.082191781
20250508	300945	14.46	2.901653333	-0.012295082	0.032167832	1	1	0.396262184	1	6	7	0.555	1.162	1.347	1.693	20	0	27.432128	0	31.45454545	0	53.82293763	100	20.3787	0	65.2516	50	76.9333	50	-1.27	0	FALSE	14.69	14.76	14.3	14.46	207951840	1.590594744	2.074688797	-1.106500692	0	14.44	15.44	14.36	15.24	374035904	-0.138312586	6.777316736	-0.691562932	5.394190871	14.69	15.24	14.47	15.15	289854208	1.590594744	5.394190871	0.069156293	4.771784232	15.01	15.75	14.65	15.61	326448064	3.803596127	8.921161826	1.313969571	7.952973721
20250508	300652	80.08	6.015066667	-0.019828641	0.057217165	1	1	6.661096079	1	7	7	0.936	1.902	2.268	2.006	67	60	45.584903	100	129.4555874	100	174.8285994	100	46.2108	100	65.2944	50	78	50	-2.22	0	FALSE	79.55	81.3	76.9	80.08	428289856	-0.661838162	1.523476523	-3.971028971	0	79.51	79.99	73.53	74.6	653478656	-0.711788212	-0.112387612	-8.179320679	-6.843156843	76.5	86.78	75.07	85.03	722921664	-4.470529471	8.366633367	-6.256243756	6.181318681	85.71	88	81.88	83.79	515863072	7.03046953	9.89010989	2.247752248	4.632867133
20250508	688299	19.14	3.746342933	-0.010341262	0.034174553	1	1	0.572191937	1	3	3	2.319	1.374	1.188	1.263	38	0	48.188097	100	29.41176471	0	51.07526882	100	36.7112	80	60.8663	50	68.8	0	3.27	50	FALSE	19.44	19.67	19.02	19.14	280757024	1.567398119	2.76907001	-0.626959248	0	19.1	19.66	19.01	19.51	271323424	-0.208986416	2.716823406	-0.679205852	1.933124347	20	20.49	19.69	20.34	402027520	4.493207941	7.053291536	2.873563218	6.269592476	20.4	20.46	19.75	20.1	244649776	6.5830721	6.896551724	3.187042842	5.015673981
20250508	300778	12.35	1.75692264	0.073913043	0.081222707	1	1	0.16905929	1	1	3	1.147	0.498	1.47	2.719	20	0	23.945652	0	27.84679089	0	54.94252874	100	20.3194	0	65.1826	50	74.4	50	1.97	0	FALSE	11.5	12.38	11.45	12.35	233369136	-6.882591093	0.24291498	-7.287449393	0	12.2	12.64	12.1	12.37	203049024	-1.214574899	2.348178138	-2.024291498	0.16194332	12.39	13.38	12.39	13.24	286354528	0.32388664	8.340080972	0.32388664	7.206477733	13.24	13.38	12.92	13.25	206325552	7.206477733	8.340080972	4.615384615	7.287449393
20250508	688722	22.86	5.9461504	-0.043514644	0.057017544	1	1	1.088315416	1	3	4	3.201	2.381	1.503	1.404	60	60	36.036116	100	57.22145805	50	81.17066291	100	37.6393	80	63.9978	50	72.8	50	-2.15	0	FALSE	23.76	24.1	22.8	22.86	506189792	3.937007874	5.42432196	-0.262467192	0	23.13	24.29	21.95	23.5	587556672	1.181102362	6.255468066	-3.980752406	2.799650044	24.22	26.6	24.22	24.99	706802880	5.949256343	16.36045494	5.949256343	9.317585302	25.3	25.67	23.88	24.4	421939904	10.67366579	12.29221347	4.461942257	6.736657918
20250508	301040	22.05	1.067679253	0.01659751	0.032588454	1	1	0.239462576	1	2	6	0.951	0.427	0.944	1.572	20	0	11.0139181	0	58.40517241	50	81.54808444	100	22.6247	0	61.9233	50	69.3333	0	1	0	FALSE	21.5	22.18	21.48	22.05	115911376	-2.494331066	0.589569161	-2.585034014	0	22.04	22.6	21.84	22.28	127301016	-0.045351474	2.494331066	-0.952380952	1.0430839	22.57	25.1	22.46	24.77	235867600	2.358276644	13.83219955	1.859410431	12.33560091	25	26.5	23.89	24.45	239510944	13.37868481	20.1814059	8.344671202	10.88435374
20250508	301225	61.89	4.137791573	0	0.11806356	1	1	4.051451099	1	6	7	0.891	0.934	2.522	3.367	38	0	13.632306	0	95.79247074	100	139.3309859	100	32.9623	80	62.2063	50	76	50	-1.28	0	FALSE	62.5	67.9	60.73	61.89	369795264	0.985619648	9.710777185	-1.874293101	0	60.28	64.7	59.5	64.4	351997312	-2.601389562	4.540313459	-3.861690095	4.055582485	64.54	74.88	63.58	71.5	436486656	4.281790273	20.98885119	2.730651155	15.52754888	71.4	72.49	67.1	69.77	392077056	15.36597189	17.12716109	8.418161254	12.73226693
