002361	58.0	2025-04-01 23:28
300611	50.0	2025-04-01 23:29
600468	57.0	2025-04-01 23:29
002655	57.0	2025-04-01 23:29
300224	52.0	2025-04-01 23:29
300421	52.0	2025-04-01 23:29
601069	62.0	2025-04-01 23:29
603686	57.0	2025-04-01 23:29
300353	66.0	2025-04-01 23:29
600882	57.0	2025-04-01 23:29
300100	71.0	2025-04-01 23:29
603267	57.0	2025-04-01 23:29
300466	52.0	2025-04-01 23:30
600318	52.0	2025-04-01 23:30
000997	50.5	2025-04-01 23:30
002366	57.0	2025-04-01 23:30
300809	50.0	2025-04-01 23:30
603678	57.0	2025-04-01 23:30
300476	50.0	2025-04-01 23:30
002115	60.0	2025-04-01 23:31
600367	52.0	2025-04-01 23:31
000601	58.0	2025-04-01 23:31
600105	61.0	2025-04-01 23:31
300233	62.0	2025-04-01 23:32
002165	56.0	2025-04-01 23:32
000753	58.0	2025-04-01 23:32
300687	62.0	2025-04-01 23:32
