301396	57.0	2025-04-03 23:12
300353	71.0	2025-04-03 23:12
600571	61.0	2025-04-03 23:12
000997	50.5	2025-04-03 23:12
603267	57.0	2025-04-03 23:13
002773	62.0	2025-04-03 23:13
600882	57.0	2025-04-03 23:13
002639	61.0	2025-04-03 23:13
300260	71.0	2025-04-03 23:13
002765	62.0	2025-04-03 23:13
300963	52.0	2025-04-03 23:13
300100	71.0	2025-04-03 23:14
300233	67.0	2025-04-03 23:14
603678	57.0	2025-04-03 23:14
300380	52.0	2025-04-03 23:14
300466	52.0	2025-04-03 23:14
002645	57.0	2025-04-03 23:14
300421	51.0	2025-04-03 23:15
600081	52.0	2025-04-03 23:15
000837	51.0	2025-04-03 23:15
603015	57.0	2025-04-03 23:15
